year_week,week_start,region,category,total_units,predicted_units,residual,split
2025-W33,2025-08-11,East,BEAUTY,111.0,108.36041795262945,2.6395820473705527,train
2025-W34,2025-08-18,East,BEAUTY,61.0,61.97965309190897,-0.9796530919089719,train
2025-W35,2025-08-25,East,BEAUTY,59.0,56.9057840022241,2.0942159977758976,train
2025-W38,2025-09-15,East,BEAUTY,97.0,96.16901199319673,0.8309880068032669,train
2025-W41,2025-10-06,East,BEAUTY,24.0,24.540625527667988,-0.5406255276679879,train
2025-W42,2025-10-13,East,BEAUTY,134.0,136.08588489420416,-2.085884894204156,train
2025-W43,2025-10-20,East,BEAUTY,43.0,42.822158836897096,0.17784116310290443,train
2025-W45,2025-11-03,East,BEAUTY,71.0,70.30934358847612,0.6906564115238751,train
2025-W46,2025-11-10,East,BEAUTY,31.0,31.151528941454327,-0.15152894145432683,train
2024-W28,2024-07-08,East,ELECTRONICS,59.0,60.214474829402,-1.2144748294020005,train
2024-W29,2024-07-15,East,ELECTRONICS,60.0,52.34736595157031,7.6526340484296895,train
2024-W31,2024-07-29,East,ELECTRONICS,140.0,152.52403808127255,-12.52403808127255,train
2024-W32,2024-08-05,East,ELECTRONICS,160.0,162.27955176118553,-2.2795517611855303,train
2024-W33,2024-08-12,East,ELECTRONICS,35.0,35.89644777749789,-0.8964477774978903,train
2024-W34,2024-08-19,East,ELECTRONICS,61.0,61.51406179083522,-0.5140617908352212,train
2024-W35,2024-08-26,East,ELECTRONICS,84.0,83.14873156082288,0.8512684391771188,train
2024-W36,2024-09-02,East,ELECTRONICS,75.0,75.5603427248615,-0.5603427248614992,train
2024-W37,2024-09-09,East,ELECTRONICS,142.0,141.70748836552448,0.29251163447551676,train
2024-W38,2024-09-16,East,ELECTRONICS,152.0,149.6331063733317,2.3668936266682863,train
2024-W39,2024-09-23,East,ELECTRONICS,136.0,137.06582897392124,-1.065828973921242,train
2024-W40,2024-09-30,East,ELECTRONICS,236.0,235.48559492435388,0.514405075646124,train
2024-W41,2024-10-07,East,ELECTRONICS,511.0,496.15252024790215,14.847479752097854,train
2024-W42,2024-10-14,East,ELECTRONICS,257.0,257.0750077628493,-0.07500776284928179,train
2024-W43,2024-10-21,East,ELECTRONICS,170.0,170.95424586664984,-0.9542458666498419,train
2024-W44,2024-10-28,East,ELECTRONICS,407.0,410.53031668420846,-3.530316684208458,train
2024-W45,2024-11-04,East,ELECTRONICS,149.0,150.17952256277266,-1.1795225627726609,train
2024-W46,2024-11-11,East,ELECTRONICS,66.0,65.8772815661345,0.12271843386550074,train
2024-W47,2024-11-18,East,ELECTRONICS,368.0,368.54101748183564,-0.5410174818356381,train
2024-W48,2024-11-25,East,ELECTRONICS,22.0,21.146471397193018,0.853528602806982,train
2024-W49,2024-12-02,East,ELECTRONICS,330.0,329.9952313846567,0.00476861534332329,train
2024-W50,2024-12-09,East,ELECTRONICS,201.0,199.80529200446944,1.194707995530564,train
2024-W51,2024-12-16,East,ELECTRONICS,39.0,39.40922564539187,-0.4092256453918708,train
2024-W52,2024-12-23,East,ELECTRONICS,345.0,345.13721605641734,-0.13721605641734413,train
2025-W01,2024-12-30,East,ELECTRONICS,208.0,207.9101504447826,0.08984955521739835,train
2025-W02,2025-01-06,East,ELECTRONICS,370.0,369.056669206364,0.9433307936359938,train
2025-W03,2025-01-13,East,ELECTRONICS,443.0,443.8083790485329,-0.8083790485329132,train
2025-W04,2025-01-20,East,ELECTRONICS,368.0,368.4384120295691,-0.43841202956912184,train
2025-W05,2025-01-27,East,ELECTRONICS,533.0,532.8239338071459,0.17606619285413672,train
2025-W06,2025-02-03,East,ELECTRONICS,319.0,319.0708217263235,-0.07082172632351558,train
2025-W07,2025-02-10,East,ELECTRONICS,173.0,173.83288753202592,-0.8328875320259215,train
2025-W08,2025-02-17,East,ELECTRONICS,207.0,206.64754889080297,0.35245110919703393,train
2025-W09,2025-02-24,East,ELECTRONICS,408.0,408.0889084505147,-0.08890845051467977,train
2025-W10,2025-03-03,East,ELECTRONICS,242.0,242.71993562429293,-0.7199356242929298,train
2025-W11,2025-03-10,East,ELECTRONICS,320.0,320.6233576111886,-0.6233576111886237,train
2025-W12,2025-03-17,East,ELECTRONICS,541.0,541.6596890563337,-0.6596890563337183,train
2025-W13,2025-03-24,East,ELECTRONICS,222.0,223.35834292593458,-1.3583429259345792,train
2025-W14,2025-03-31,East,ELECTRONICS,649.0,644.886852735057,4.113147264942995,train
2025-W15,2025-04-07,East,ELECTRONICS,486.0,485.6670593430569,0.3329406569430944,train
2025-W16,2025-04-14,East,ELECTRONICS,159.0,161.039230535978,-2.0392305359779925,train
2025-W17,2025-04-21,East,ELECTRONICS,338.0,338.12206854618256,-0.12206854618256102,train
2025-W18,2025-04-28,East,ELECTRONICS,373.0,372.51931181312887,0.48068818687113435,train
2025-W19,2025-05-05,East,ELECTRONICS,388.0,386.9405096593636,1.059490340636387,train
2025-W20,2025-05-12,East,ELECTRONICS,621.0,620.7277382100029,0.2722617899970601,train
2025-W21,2025-05-19,East,ELECTRONICS,517.0,515.9286592870351,1.0713407129649113,train
2025-W22,2025-05-26,East,ELECTRONICS,535.0,536.9959923364853,-1.9959923364853012,train
2025-W23,2025-06-02,East,ELECTRONICS,281.0,278.2318661543769,2.7681338456230833,train
2025-W24,2025-06-09,East,ELECTRONICS,516.0,521.2722125244416,-5.2722125244415565,train
2025-W25,2025-06-16,East,ELECTRONICS,592.0,589.959601566169,2.040398433831001,train
2025-W26,2025-06-23,East,ELECTRONICS,739.0,715.4301936946416,23.569806305358384,train
2025-W27,2025-06-30,East,ELECTRONICS,418.0,422.48381398085496,-4.483813980854961,train
2025-W28,2025-07-07,East,ELECTRONICS,86.0,84.58245976673416,1.4175402332658393,train
2025-W29,2025-07-14,East,ELECTRONICS,506.0,506.99367837187793,-0.9936783718779338,train
2025-W30,2025-07-21,East,ELECTRONICS,132.0,130.2836108872994,1.7163891127005968,train
2025-W31,2025-07-28,East,ELECTRONICS,65.0,65.14901979544831,-0.1490197954483108,train
2025-W32,2025-08-04,East,ELECTRONICS,230.0,233.17196920608006,-3.171969206080064,train
2025-W33,2025-08-11,East,ELECTRONICS,302.0,302.13229468290086,-0.13229468290086288,train
2025-W34,2025-08-18,East,ELECTRONICS,311.0,311.0756835613864,-0.07568356138642685,train
2025-W35,2025-08-25,East,ELECTRONICS,337.0,336.433583604598,0.5664163954019727,train
2025-W36,2025-09-01,East,ELECTRONICS,457.0,459.9974876152675,-2.9974876152675165,train
2025-W37,2025-09-08,East,ELECTRONICS,228.0,227.27922086710456,0.7207791328954443,train
2025-W38,2025-09-15,East,ELECTRONICS,164.0,165.24161240646515,-1.2416124064651513,train
2025-W39,2025-09-22,East,ELECTRONICS,54.0,53.79078943920989,0.2092105607901118,train
2025-W40,2025-09-29,East,ELECTRONICS,193.0,192.4027446335394,0.5972553664605869,train
2025-W41,2025-10-06,East,ELECTRONICS,226.0,227.1964779316781,-1.1964779316780891,train
2025-W42,2025-10-13,East,ELECTRONICS,77.0,78.04022698717708,-1.0402269871770784,train
2025-W43,2025-10-20,East,ELECTRONICS,145.0,145.55359169499695,-0.5535916949969533,train
2025-W44,2025-10-27,East,ELECTRONICS,160.0,160.281297975214,-0.28129797521398814,train
2025-W45,2025-11-03,East,ELECTRONICS,79.0,78.13538326386573,0.8646167361342663,train
2025-W46,2025-11-10,East,ELECTRONICS,106.0,104.86863937000875,1.1313606299912493,train
2025-W47,2025-11-17,East,ELECTRONICS,101.0,101.88770177838491,-0.8877017783849084,train
2024-W29,2024-07-15,East,HOME,39.0,40.620588906519416,-1.6205889065194157,train
2024-W32,2024-08-05,East,HOME,67.0,67.42019284669661,-0.42019284669660806,train
2024-W34,2024-08-19,East,HOME,115.0,115.82403929142707,-0.82403929142707,train
2024-W35,2024-08-26,East,HOME,71.0,70.04297169583937,0.9570283041606302,train
2024-W36,2024-09-02,East,HOME,66.0,64.52888813716434,1.4711118628356559,train
2024-W38,2024-09-16,East,HOME,37.0,36.7863131242397,0.21368687576030254,train
2024-W39,2024-09-23,East,HOME,45.0,43.33833401533602,1.6616659846639834,train
2024-W40,2024-09-30,East,HOME,145.0,145.5772847299282,-0.5772847299282091,train
2024-W41,2024-10-07,East,HOME,115.0,115.15830382719115,-0.15830382719114766,train
2024-W43,2024-10-21,East,HOME,77.0,76.25511634927425,0.7448836507257539,train
2024-W44,2024-10-28,East,HOME,90.0,91.71470752234752,-1.714707522347524,train
2024-W47,2024-11-18,East,HOME,52.0,51.108735313651934,0.891264686348066,train
2024-W48,2024-11-25,East,HOME,97.0,96.32770596899282,0.6722940310071834,train
2024-W49,2024-12-02,East,HOME,88.0,87.12005646132447,0.8799435386755334,train
2024-W50,2024-12-09,East,HOME,32.0,31.70117198847901,0.2988280115209889,train
2024-W52,2024-12-23,East,HOME,80.0,79.96931250571983,0.0306874942801727,train
2025-W01,2024-12-30,East,HOME,42.0,41.44293155759316,0.5570684424068375,train
2025-W02,2025-01-06,East,HOME,108.0,107.83710273378951,0.16289726621049283,train
2025-W03,2025-01-13,East,HOME,149.0,150.77808653705128,-1.77808653705128,train
2025-W04,2025-01-20,East,HOME,45.0,46.128899136764,-1.128899136763998,train
2025-W05,2025-01-27,East,HOME,231.0,231.09434023969104,-0.09434023969103578,train
2025-W06,2025-02-03,East,HOME,244.0,240.89685941308718,3.103140586912815,train
2025-W07,2025-02-10,East,HOME,50.0,50.1767726752185,-0.17677267521850126,train
2025-W08,2025-02-17,East,HOME,155.0,155.1648193723897,-0.1648193723897009,train
2025-W09,2025-02-24,East,HOME,37.0,36.90887110030335,0.09112889969664906,train
2025-W10,2025-03-03,East,HOME,23.0,23.12207270543996,-0.12207270543996174,train
2025-W11,2025-03-10,East,HOME,202.0,203.6671717709248,-1.6671717709247957,train
2025-W12,2025-03-17,East,HOME,77.0,77.27173905550153,-0.2717390555015271,train
2025-W13,2025-03-24,East,HOME,45.0,45.325017124316375,-0.32501712431637486,train
2025-W14,2025-03-31,East,HOME,262.0,262.9242085214561,-0.9242085214560802,train
2025-W15,2025-04-07,East,HOME,170.0,170.37741209057663,-0.3774120905766267,train
2025-W18,2025-04-28,East,HOME,64.0,65.25749542301568,-1.2574954230156834,train
2025-W19,2025-05-05,East,HOME,60.0,59.666256353641266,0.33374364635873377,train
2025-W21,2025-05-19,East,HOME,163.0,161.72914056305993,1.2708594369400714,train
2025-W22,2025-05-26,East,HOME,29.0,28.125239125836877,0.8747608741631225,train
2025-W23,2025-06-02,East,HOME,55.0,55.690087979237596,-0.690087979237596,train
2025-W24,2025-06-09,East,HOME,247.0,246.9439740801969,0.056025919803090574,train
2025-W25,2025-06-16,East,HOME,127.0,128.9282743681239,-1.9282743681239083,train
2025-W26,2025-06-23,East,HOME,45.0,44.366944654192125,0.6330553458078754,train
2025-W27,2025-06-30,East,HOME,165.0,163.6921940314985,1.3078059685014978,train
2025-W28,2025-07-07,East,HOME,350.0,349.89849450231895,0.10150549768104611,train
2025-W29,2025-07-14,East,HOME,93.0,92.96824701788563,0.03175298211436939,train
2025-W31,2025-07-28,East,HOME,273.0,272.8254763542336,0.17452364576638502,train
2025-W32,2025-08-04,East,HOME,45.0,45.25360853537198,-0.25360853537198125,train
2025-W34,2025-08-18,East,HOME,35.0,35.84314985667965,-0.843149856679652,train
2025-W35,2025-08-25,East,HOME,314.0,314.37304149510396,-0.373041495103962,train
2025-W37,2025-09-08,East,HOME,65.0,63.58525378546657,1.4147462145334302,train
2025-W38,2025-09-15,East,HOME,48.0,48.05283082666442,-0.05283082666441885,train
2025-W39,2025-09-22,East,HOME,63.0,62.81635984531616,0.1836401546838431,train
2025-W40,2025-09-29,East,HOME,36.0,35.62547307659439,0.374526923405611,train
2025-W42,2025-10-13,East,HOME,102.0,100.43143656701042,1.5685634329895777,train
2025-W43,2025-10-20,East,HOME,173.0,172.7308130679493,0.269186932050701,train
2025-W44,2025-10-27,East,HOME,127.0,129.2045023883255,-2.204502388325494,train
2025-W45,2025-11-03,East,HOME,39.0,39.375731568835995,-0.37573156883599523,train
2025-W46,2025-11-10,East,HOME,55.0,55.446741137166796,-0.4467411371667964,train
2025-W47,2025-11-17,East,HOME,50.0,50.11069385008644,-0.11069385008644161,train
2024-W27,2024-07-01,East,KITCHEN,33.0,48.77915276046366,-15.77915276046366,train
2024-W32,2024-08-05,East,KITCHEN,65.0,64.97610207332042,0.023897926679580905,train
2024-W33,2024-08-12,East,KITCHEN,44.0,43.83679107837827,0.16320892162173095,train
2024-W34,2024-08-19,East,KITCHEN,29.0,30.96762932307001,-1.9676293230700104,train
2024-W35,2024-08-26,East,KITCHEN,51.0,51.00508595087188,-0.005085950871880129,train
2024-W36,2024-09-02,East,KITCHEN,63.0,61.855469494942135,1.1445305050578654,train
2024-W37,2024-09-09,East,KITCHEN,108.0,107.95966059935496,0.04033940064503838,train
2024-W38,2024-09-16,East,KITCHEN,144.0,144.03930716747192,-0.03930716747191809,train
2024-W39,2024-09-23,East,KITCHEN,185.0,184.07091639252582,0.9290836074741833,train
2024-W41,2024-10-07,East,KITCHEN,42.0,42.85787253917002,-0.8578725391700175,train
2024-W42,2024-10-14,East,KITCHEN,105.0,103.97360851202409,1.0263914879759142,train
2024-W43,2024-10-21,East,KITCHEN,90.0,89.7813189421772,0.21868105782280622,train
2024-W44,2024-10-28,East,KITCHEN,147.0,145.27082713255754,1.7291728674424576,train
2024-W45,2024-11-04,East,KITCHEN,198.0,197.35310774600154,0.646892253998459,train
2024-W46,2024-11-11,East,KITCHEN,157.0,157.3858484943655,-0.38584849436549007,train
2024-W47,2024-11-18,East,KITCHEN,235.0,233.2160867601666,1.783913239833396,train
2024-W48,2024-11-25,East,KITCHEN,96.0,96.39574560313677,-0.3957456031367741,train
2024-W49,2024-12-02,East,KITCHEN,60.0,59.09997610413635,0.9000238958636473,train
2024-W50,2024-12-09,East,KITCHEN,78.0,78.26515739521928,-0.2651573952192763,train
2024-W51,2024-12-16,East,KITCHEN,151.0,150.81030893576408,0.18969106423591597,train
2024-W52,2024-12-23,East,KITCHEN,39.0,39.99452054558981,-0.9945205455898076,train
2025-W01,2024-12-30,East,KITCHEN,90.0,89.97503830424722,0.02496169575277918,train
2025-W02,2025-01-06,East,KITCHEN,187.0,188.58774481345262,-1.5877448134526162,train
2025-W03,2025-01-13,East,KITCHEN,511.0,509.5559826342793,1.444017365720697,train
2025-W04,2025-01-20,East,KITCHEN,81.0,80.82943483628495,0.1705651637150538,train
2025-W05,2025-01-27,East,KITCHEN,129.0,129.45189457132196,-0.451894571321958,train
2025-W06,2025-02-03,East,KITCHEN,116.0,115.1712178239596,0.8287821760404057,train
2025-W07,2025-02-10,East,KITCHEN,329.0,330.5400004156138,-1.5400004156138039,train
2025-W08,2025-02-17,East,KITCHEN,115.0,114.58153449294919,0.4184655070508114,train
2025-W09,2025-02-24,East,KITCHEN,110.0,109.83485227408961,0.16514772591038707,train
2025-W10,2025-03-03,East,KITCHEN,58.0,60.81116306415873,-2.811163064158727,train
2025-W11,2025-03-10,East,KITCHEN,290.0020000000004,289.7336557284305,0.2683442715699016,train
2025-W12,2025-03-17,East,KITCHEN,153.0,154.666383420511,-1.6663834205110106,train
2025-W13,2025-03-24,East,KITCHEN,246.0,244.29428559188386,1.7057144081161368,train
2025-W14,2025-03-31,East,KITCHEN,70.0,69.2649556434572,0.7350443565428009,train
2025-W15,2025-04-07,East,KITCHEN,375.0,374.94912040429733,0.05087959570266776,train
2025-W16,2025-04-14,East,KITCHEN,116.0,115.53309722428638,0.4669027757136206,train
2025-W17,2025-04-21,East,KITCHEN,198.0,200.10999733682962,-2.109997336829622,train
2025-W18,2025-04-28,East,KITCHEN,285.0,285.0358389916863,-0.03583899168631888,train
2025-W19,2025-05-05,East,KITCHEN,345.0,346.87247623801187,-1.8724762380118705,train
2025-W20,2025-05-12,East,KITCHEN,55.0,54.71764998801076,0.28235001198923726,train
2025-W21,2025-05-19,East,KITCHEN,139.0,138.07009932557432,0.9299006744256815,train
2025-W22,2025-05-26,East,KITCHEN,224.0,224.88097679334408,-0.8809767933440753,train
2025-W23,2025-06-02,East,KITCHEN,200.0,200.39491852614356,-0.39491852614355594,train
2025-W24,2025-06-09,East,KITCHEN,356.0,356.451589638675,-0.4515896386749887,train
2025-W25,2025-06-16,East,KITCHEN,180.0,182.5030776464872,-2.5030776464872133,train
2025-W26,2025-06-23,East,KITCHEN,77.0,77.87189926446091,-0.8718992644609074,train
2025-W27,2025-06-30,East,KITCHEN,204.0,202.0616646710997,1.9383353289003082,train
2025-W28,2025-07-07,East,KITCHEN,146.0,145.5641447628521,0.435855237147905,train
2025-W29,2025-07-14,East,KITCHEN,123.0,123.1738040047059,-0.17380400470590018,train
2025-W30,2025-07-21,East,KITCHEN,135.0,132.48761794926938,2.512382050730622,train
2025-W31,2025-07-28,East,KITCHEN,168.0,167.80743891853805,0.19256108146194606,train
2025-W33,2025-08-11,East,KITCHEN,123.0,123.74395110662788,-0.7439511066278754,train
2025-W34,2025-08-18,East,KITCHEN,34.0,35.06463648430081,-1.064636484300813,train
2025-W35,2025-08-25,East,KITCHEN,43.0,43.528845832909994,-0.5288458329099939,train
2025-W36,2025-09-01,East,KITCHEN,134.0,132.56904127398855,1.430958726011454,train
2025-W37,2025-09-08,East,KITCHEN,198.0,198.47250455842803,-0.4725045584280281,train
2025-W38,2025-09-15,East,KITCHEN,258.0,257.1194871699266,0.8805128300734282,train
2025-W39,2025-09-22,East,KITCHEN,172.0,170.89134911737403,1.108650882625966,train
2025-W40,2025-09-29,East,KITCHEN,71.0,72.7052302862509,-1.7052302862508952,train
2025-W41,2025-10-06,East,KITCHEN,138.0,137.81378028964733,0.18621971035267393,train
2025-W42,2025-10-13,East,KITCHEN,39.0,39.30624492412585,-0.30624492412584914,train
2025-W43,2025-10-20,East,KITCHEN,158.0,158.15655214491798,-0.1565521449179812,train
2025-W44,2025-10-27,East,KITCHEN,153.0,151.06266364517327,1.9373363548267264,train
2025-W45,2025-11-03,East,KITCHEN,216.0,219.1434817719551,-3.143481771955095,train
2025-W46,2025-11-10,East,KITCHEN,138.0,137.92842197278443,0.0715780272155655,train
2025-W47,2025-11-17,East,KITCHEN,58.0,57.54714055478385,0.4528594452161485,train
2024-W29,2024-07-15,East,PET,69.0,60.87874543351077,8.121254566489227,train
2024-W31,2024-07-29,East,PET,28.0,32.25976813439284,-4.259768134392843,train
2024-W32,2024-08-05,East,PET,53.0,52.04308582010452,0.9569141798954774,train
2024-W33,2024-08-12,East,PET,32.0,32.31018239217058,-0.3101823921705815,train
2024-W35,2024-08-26,East,PET,50.0,50.01222571535395,-0.01222571535394934,train
2024-W37,2024-09-09,East,PET,155.0,156.62244526435566,-1.6224452643556617,train
2024-W38,2024-09-16,East,PET,121.0,122.66401415745412,-1.664014157454119,train
2024-W39,2024-09-23,East,PET,46.0,45.65996759010166,0.3400324098983418,train
2024-W41,2024-10-07,East,PET,204.0,205.1089551483483,-1.1089551483482865,train
2024-W42,2024-10-14,East,PET,74.0,73.81481533897554,0.18518466102446496,train
2024-W43,2024-10-21,East,PET,59.0,59.48457087205173,-0.48457087205172655,train
2024-W44,2024-10-28,East,PET,366.0,364.4764177891965,1.5235822108035109,train
2024-W45,2024-11-04,East,PET,27.0,26.36660622555574,0.6333937744442615,train
2024-W46,2024-11-11,East,PET,166.0,165.1064797925457,0.8935202074542872,train
2024-W47,2024-11-18,East,PET,169.0,169.29830024996954,-0.2983002499695431,train
2024-W48,2024-11-25,East,PET,207.0,206.71656574029214,0.2834342597078603,train
2024-W49,2024-12-02,East,PET,154.0,154.91914344600957,-0.9191434460095707,train
2024-W50,2024-12-09,East,PET,57.0,56.001750992772095,0.9982490072279049,train
2024-W51,2024-12-16,East,PET,120.0,120.18498689362964,-0.1849868936296417,train
2024-W52,2024-12-23,East,PET,112.0,111.84121834726193,0.158781652738071,train
2025-W01,2024-12-30,East,PET,72.0,72.99204649671185,-0.9920464967118505,train
2025-W02,2025-01-06,East,PET,206.0,204.336597996248,1.6634020037519974,train
2025-W03,2025-01-13,East,PET,46.0,45.12148097826697,0.8785190217330268,train
2025-W04,2025-01-20,East,PET,185.0,186.26953294282922,-1.2695329428292155,train
2025-W05,2025-01-27,East,PET,179.0,179.36192784678266,-0.3619278467826632,train
2025-W06,2025-02-03,East,PET,169.0,169.6930846892744,-0.6930846892744,train
2025-W07,2025-02-10,East,PET,187.0,186.39640987145012,0.6035901285498824,train
2025-W08,2025-02-17,East,PET,218.0,218.1365281081305,-0.13652810813050564,train
2025-W09,2025-02-24,East,PET,240.0,240.76609825651005,-0.7660982565100483,train
2025-W10,2025-03-03,East,PET,110.0,111.15837216374307,-1.158372163743067,train
2025-W11,2025-03-10,East,PET,112.0,113.43371038777288,-1.4337103877728765,train
2025-W12,2025-03-17,East,PET,109.0,108.20438845051837,0.7956115494816345,train
2025-W13,2025-03-24,East,PET,211.0,208.15370252227623,2.846297477723766,train
2025-W14,2025-03-31,East,PET,243.0,242.6674280594551,0.33257194054490924,train
2025-W15,2025-04-07,East,PET,254.0,253.48354263155733,0.5164573684426728,train
2025-W16,2025-04-14,East,PET,307.0,307.21548874283656,-0.2154887428365555,train
2025-W17,2025-04-21,East,PET,392.0,392.92420348358456,-0.924203483584563,train
2025-W18,2025-04-28,East,PET,176.0,175.26903125187985,0.7309687481201479,train
2025-W19,2025-05-05,East,PET,317.0,316.44684861024,0.5531513897599893,train
2025-W20,2025-05-12,East,PET,79.0,81.02288184097705,-2.0228818409770497,train
2025-W21,2025-05-19,East,PET,264.0,264.0044131163379,-0.004413116337900647,train
2025-W22,2025-05-26,East,PET,117.0,117.99837188963866,-0.998371889638662,train
2025-W23,2025-06-02,East,PET,221.0,220.17977507134972,0.8202249286502763,train
2025-W24,2025-06-09,East,PET,28.0,27.27844697325722,0.7215530267427788,train
2025-W25,2025-06-16,East,PET,129.0,130.33675184281626,-1.3367518428162555,train
2025-W26,2025-06-23,East,PET,217.0,218.75810246317687,-1.7581024631768685,train
2025-W27,2025-06-30,East,PET,246.0,247.5694332822734,-1.569433282273394,train
2025-W28,2025-07-07,East,PET,314.0,312.18641046339974,1.8135895366002615,train
2025-W29,2025-07-14,East,PET,163.0,163.1748573796632,-0.17485737966319448,train
2025-W30,2025-07-21,East,PET,154.0,155.57173848530311,-1.5717384853031149,train
2025-W31,2025-07-28,East,PET,269.0,269.0832364047662,-0.08323640476618266,train
2025-W32,2025-08-04,East,PET,209.0,209.93201029871935,-0.9320102987193479,train
2025-W33,2025-08-11,East,PET,119.0,116.40420686205464,2.595793137945364,train
2025-W34,2025-08-18,East,PET,149.0,148.6668174617909,0.33318253820908694,train
2025-W35,2025-08-25,East,PET,157.0,153.9230781846121,3.076921815387891,train
2025-W36,2025-09-01,East,PET,318.0,316.6588257149373,1.3411742850627206,train
2025-W37,2025-09-08,East,PET,89.0,89.2471281467699,-0.2471281467698958,train
2025-W38,2025-09-15,East,PET,124.0,124.97857644934068,-0.9785764493406788,train
2025-W39,2025-09-22,East,PET,217.0,214.47610591539484,2.5238940846051605,train
2025-W40,2025-09-29,East,PET,147.0,148.61740478642236,-1.6174047864223553,train
2025-W41,2025-10-06,East,PET,26.0,26.31102460303472,-0.31102460303472057,train
2025-W42,2025-10-13,East,PET,99.0,98.23172574905159,0.7682742509484086,train
2025-W43,2025-10-20,East,PET,76.0,76.25469964433096,-0.25469964433095527,train
2025-W44,2025-10-27,East,PET,107.0,106.94107198064316,0.05892801935684133,train
2025-W46,2025-11-10,East,PET,30.0,29.009276172831488,0.9907238271685124,train
2024-W32,2024-08-05,East,TOYS,72.0,71.0816831840104,0.9183168159895985,train
2024-W33,2024-08-12,East,TOYS,26.0,25.998892451789448,0.001107548210551812,train
2024-W34,2024-08-19,East,TOYS,60.0,59.725217735072476,0.27478226492752356,train
2024-W36,2024-09-02,East,TOYS,133.0,132.46029662221392,0.5397033777860827,train
2024-W37,2024-09-09,East,TOYS,214.0,214.52565957788948,-0.5256595778894848,train
2024-W38,2024-09-16,East,TOYS,53.0,51.71813521034799,1.281864789652012,train
2024-W40,2024-09-30,East,TOYS,48.0,46.95375843065591,1.0462415693440903,train
2024-W41,2024-10-07,East,TOYS,41.0,41.625058315405006,-0.6250583154050062,train
2024-W42,2024-10-14,East,TOYS,77.0,76.5368603767552,0.46313962324479974,train
2024-W43,2024-10-21,East,TOYS,79.0,78.8955643563561,0.10443564364389601,train
